ParticipantName,player_id,TeamName,MinutesPlayed,MatchesPlayed,Top_scorer,Top_scorer_subtitle,Assists,Assists_subtitle,Goals_+_Assists,Goals_+_Assists_subtitle,FotMob_rating,FotMob_rating_subtitle,Goals_per_90,Goals_per_90_subtitle,Expected_goals_(xG),Expected_goals_(xG)_subtitle,Expected_goals_(xG)_per_90,Expected_goals_(xG)_per_90_subtitle,Expected_goals_on_target_(xGOT),Expected_goals_on_target_(xGOT)_subtitle,Shots_on_target_per_90,Shots_on_target_per_90_subtitle,Shots_per_90,Shots_per_90_subtitle,Accurate_passes_per_90,Accurate_passes_per_90_subtitle,Big_chances_created,Big_chances_created_subtitle,Chances_created,Chances_created_subtitle,Accurate_long_balls_per_90,Accurate_long_balls_per_90_subtitle,Expected_assist_(xA),Expected_assist_(xA)_subtitle,Expected_assist_(xA)_per_90,Expected_assist_(xA)_per_90_subtitle,xG_+_xA_per_90,xG_+_xA_per_90_subtitle,Successful_dribbles_per_90,Successful_dribbles_per_90_subtitle,Big_chances_missed,Big_chances_missed_subtitle,Penalties_won,Penalties_won_subtitle,Successful_tackles_per_90,Successful_tackles_per_90_subtitle,Interceptions_per_90,Interceptions_per_90_subtitle,Clearances_per_90,Clearances_per_90_subtitle,Blocks_per_90,Blocks_per_90_subtitle,Penalties_conceded,Penalties_conceded_subtitle,Possession_won_final_3rd_per_90,Possession_won_final_3rd_per_90_subtitle,Clean_sheets,Clean_sheets_subtitle,Save_percentage,Save_percentage_subtitle,Saves_per_90,Saves_per_90_subtitle,Goals_prevented,Goals_prevented_subtitle,Goals_conceded_per_90,Goals_conceded_per_90_subtitle,Fouls_committed_per_90,Fouls_committed_per_90_subtitle,Yellow_cards,Yellow_cards_subtitle,Red_cards,Red_cards_subtitle
Pau Torres,792645,Aston Villa,2463,29,2,0,0,0,2,1.7,6.93,1,0.07,2,1,2,0.04,0.07,1,2,0.2,41.7,0.4,16.7,56.8,87.8,1,0,8,0.3,3.1,47.2,0.7,0,0.03,0,0.06,0.07,0.6,65.4,3,16.7,0,0,0.7,62.1,0.5,14,2.7,74,0.4,12,0,0,0.1,1.5,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0,0,0
Anel Ahmedhodzic,793820,Sheffield United,2649,31,2,0,0,0,2,3.8,6.19,0,0.07,2,3.2,2,0.11,0.07,2,2,0.2,26.3,0.6,10.5,24.5,75.6,1,0,7,0.2,1.6,31.5,0.6,0,0.02,0,0.13,0.07,0.4,55,4,10.5,0,0,1.2,56.3,1.2,34,4.6,134,0.9,26,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,1.2,9,9,1,1,9
Trevoh Chalobah,793907,Chelsea,950,13,1,0,0,0,1,0.6,0,0,0,0,0.2,1,0,0,0.3,1,0,0,0,0,0,0,0,0,2,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Justin Kluivert,794253,Bournemouth,1934,32,7,0,1,1.7,8,7.9,6.7,0,0.33,7,6.2,7,0.29,0.33,6.3,7,0.9,35.7,2.6,12.5,12.8,72.4,1,1,21,1,0.6,52.2,1.7,1,0.08,0,0.37,0.37,1.1,36.9,7,12.5,0,0,0.7,50,0.4,8,0.5,10,0,1,0,0,0.9,2,0,0,0,0,0,0,0,0,0,0,2.4,5,5,0,0,0
Gabriel,795179,Arsenal,3044,36,4,0,0,0,4,5,7.22,1,0.12,4,4.2,4,0.13,0.12,2.9,4,0.3,35.5,0.9,12.9,56.5,89.1,2,0,3,0.1,2,40.4,0.7,0,0.02,0,0.15,0.12,0.1,50,2,12.9,0,0,0.8,58.3,0.9,31,2.9,97,1,33,0,0,0.1,1.7,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0
Ibrahim Sangaré,795371,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.6,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Emerson Royal,797908,Tottenham Hotspur,1155,22,1,0,0,0,1,1.1,0,0,0.08,1,0.2,1,0.02,0.08,0.5,1,0.2,50,0.5,16.7,67.4,91.2,1,0,3,0.2,1.5,52.8,0.9,0,0.07,0,0.08,0.08,0.8,62.5,0,0,0,0,1.9,66.7,1.6,20,3.5,45,0.8,10,0,0,0.5,2.1,0,0,0,0,0,0,0,0,0,0,1.1,4,4,0,0,0
Fodé Ballo,800520,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jacob Brown,802245,Luton Town,1020,19,2,0,0,0,2,3.2,6.49,0,0.18,2,2.8,2,0.25,0.18,1.5,2,0.6,26.9,2.3,7.7,11.4,56.3,1,0,8,0.7,0.4,16.7,0.4,0,0.04,0,0.28,0.18,0.5,27.3,3,7.7,0,0,1.1,63.2,0.7,8,1.5,17,0.1,1,0,0,1.1,1.7,0,0,0,0,0,0,0,0,0,0,1.7,4,4,0,0,0
Mads Roerslev,803343,Brentford,1987,34,1,0,2,1.4,3,2.4,6.58,0,0.05,1,0.9,1,0.04,0.05,1,1,0,14.3,0.3,14.3,18.9,68.9,3,2,15,0.7,1,29.3,1.4,2,0.06,0.1,0.11,0.14,0.5,42.3,1,14.3,0,0,1.4,64.6,0.9,19,2.8,61,0.1,3,0,0,0.2,0.9,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0
Cody Gakpo,806552,Liverpool,1644,35,8,0,5,2.7,13,11.7,7.03,2,0.44,8,9,8,0.49,0.44,7,8,1.3,36.4,3.6,12.1,23.2,79.3,5,5,25,1.4,0.5,83.3,2.7,5,0.15,0.3,0.64,0.71,1.7,64.6,6,12.1,0,0,0.9,63,0.8,14,0.4,7,0.2,4,0,0,1.2,2.1,0,0,0,0,0,0,0,0,0,0,1.5,1,1,0,0,0
Reece James,807729,NA,0,0,0,0,2,1.6,2,1.9,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,7,2,12,2.6,0,0,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Phil Foden,815006,Manchester City,2865,35,19,0,8,6.9,27,17.3,7.83,10,0.6,19,10.3,19,0.32,0.6,16.3,19,1.5,45.7,3.3,18.1,46.7,89.1,10,8,73,2.3,1.3,62.7,6.9,8,0.22,0.3,0.54,0.85,1.5,50.5,7,18.1,0,0,0.6,64.5,0.4,13,0.5,16,0,0,1,35,1.1,1.9,0,0,0,0,0,0,0,0,0,0,0.4,2,2,0,0,0
Boubacar Kamara,816325,NA,0,0,0,0,1,1.4,1,1.5,7.06,1,0,0,0.1,0,0.01,0,0.2,0,0.1,20,0.3,0,49.6,89.3,1,1,20,1.1,2.2,60.3,1.4,1,0.08,0.1,0.08,0.05,0.8,53.8,0,0,0,0,1.6,67.4,1.1,21,0.8,15,0.4,7,0,0,0.2,2.4,0,0,0,0,0,0,0,0,0,0,1.9,7,7,1,1,7
Michael Obafemi,817720,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolo Zaniolo,818893,Aston Villa,830,25,2,0,0,0,2,3.3,6.26,0,0.22,2,2.6,2,0.28,0.22,2.2,2,1.1,37,2.9,7.4,16.2,71.6,0,0,10,1.1,0.3,25,0.7,0,0.08,0,0.36,0.22,1.4,30.2,3,7.4,0,0,1,47.4,0.1,1,1.2,11,0,0,0,0,0.7,1.7,0,0,0,0,0,0,0,0,0,0,2.6,7,7,0,0,0
Eberechi Eze,818975,Crystal Palace,2065,27,11,1,4,5.6,15,14.8,7.6,2,0.48,11,9.2,11,0.4,0.48,10.6,11,1.5,41,3.6,13.3,28.9,83.7,7,4,54,2.4,1.2,69.2,5.6,4,0.24,0.2,0.64,0.65,3,51.9,5,13.3,1,2.1,0.7,48.6,0.5,11,0.2,4,0.1,2,1,27,1.4,2.3,0,0,0,0,0,0,0,0,0,0,1.2,3,3,0,0,0
Lloyd Kelly,819215,NA,0,0,0,0,1,0.8,1,1.2,6.67,1,0,0,0.3,0,0.02,0,0.7,0,0.1,25,0.2,0,34.6,77.6,2,1,9,0.5,3.2,36.2,0.8,1,0.05,0.1,0.07,0.06,0.1,100,1,0,0,0,1.1,79.2,0.8,13,3.4,59,0.7,12,1,23,0.3,3.1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0
Chris Mepham,819762,NA,0,0,0,0,1,0.5,1,0.6,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,1,1,3,0.4,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Sean Longstaff,820024,Newcastle United,2746,35,6,0,2,3,8,9.6,6.98,0,0.2,6,6.6,6,0.22,0.2,6.2,6,0.5,36.6,1.3,14.6,32.1,80.9,5,2,20,0.7,1.4,53.7,3,2,0.1,0.1,0.32,0.26,0.4,50,7,14.6,0,0,1,55.6,0.6,17,0.7,22,0.2,7,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0.8,7,7,0,0,0
Ibrahima Konaté,820140,NA,0,0,0,0,0,0,0,0,7.16,0,0,0,0.8,0,0.05,0,0.5,0,0.1,18.2,0.6,0,73,88,1,0,8,0.5,2.7,43.1,0.5,0,0.03,0,0.08,0,0.3,85.7,0,0,0,0,1.3,61.1,1.1,20,2.9,51,0.7,12,0,0,0.1,2.5,0,0,0,0,0,0,0,0,0,0,1.4,3,3,1,1,3
Ben Brereton Diaz,820581,Sheffield United,1110,14,6,1,1,1.1,7,7.1,0,0,0,0,6.1,6,0,0,5.9,6,0,0,0,0,0,0,3,1,8,0.6,0,0,1.1,1,0,0,0,0,0,0,5,17.1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Manor Solomon,822237,NA,0,0,0,0,2,0.8,2,1.2,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,1,2,12,5.5,0,0,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hannes Delcroix,822716,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,4,0.6,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Nicolás Dominguez,827315,Nottingham Forest,1503,26,2,0,2,1.3,4,2.6,6.93,1,0.12,2,1.3,2,0.08,0.12,1.6,2,0.4,27.3,1.3,9.1,42.4,85.4,2,2,10,0.6,1.6,50.9,1.3,2,0.08,0.1,0.16,0.24,0.4,46.7,1,9.1,0,0,2,54,1.1,18,1.4,23,0.3,5,0,0,0.5,3.1,0,0,0,0,0,0,0,0,0,0,1.6,4,4,0,0,0
Hjalmar Ekdal,831044,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Alexis Mac Allister,831489,Liverpool,2609,33,5,1,5,4.9,10,8.6,7.51,3,0.17,5,3.7,5,0.13,0.17,4.4,5,0.3,20.5,1.5,11.4,58.4,87.8,3,5,47,1.6,2.1,57.5,4.9,5,0.17,0.2,0.3,0.34,0.6,60,2,11.4,0,0,1.9,55.6,1.2,35,0.9,25,0.3,8,0,0,0.8,3.4,0,0,0,0,0,0,0,0,0,0,1.8,7,7,1,1,7
Rhian Brewster,841150,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pedro Neto,843040,Wolverhampton Wanderers,1518,20,2,0,9,3.7,11,7.2,7.3,1,0.12,2,3.5,2,0.21,0.12,2.3,2,0.7,33.3,2.1,5.6,29.1,83.4,7,9,38,2.3,1,58.6,3.7,9,0.22,0.5,0.43,0.65,2.2,46.8,2,5.6,1,1.2,0.2,42.9,0.3,5,0.1,2,0.1,1,0,0,0.7,2.8,0,0,0,0,0,0,0,0,0,0,0.9,4,4,0,0,0
Scott McTominay,843099,Manchester United,1891,32,7,0,1,0.5,8,6.3,6.88,1,0.33,7,5.7,7,0.27,0.33,6.1,7,0.9,43.2,2.1,15.9,24.9,81.5,2,1,11,0.5,0.9,60,0.5,1,0.02,0,0.3,0.38,0.4,44.4,6,15.9,0,0,1.2,51,0.7,14,2.6,54,0.6,12,1,32,0.1,2.4,0,0,0,0,0,0,0,0,0,0,1.4,2,2,0,0,0
Marc Guehi,844425,NA,0,0,0,0,1,1,1,1.6,6.79,0,0,0,0.7,0,0.03,0,0,0,0,0,0.2,0,50.4,87.2,1,1,7,0.3,3.8,48,1,1,0.04,0,0.07,0.04,0.3,63.6,0,0,0,0,0.8,67.9,0.8,18,3.9,88,0.8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2,2,0,0,0
Sergio Gomez,844477,NA,0,0,0,0,1,0.2,1,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Szoboszlai,846005,Liverpool,2109,33,3,0,2,5.1,5,8.8,7.28,2,0.13,3,3.7,3,0.16,0.13,3.1,3,0.6,25,2.6,5,52.1,87.3,7,2,56,2.4,2.3,68.4,5.1,2,0.22,0.1,0.37,0.21,1,47.1,2,5,2,1.2,0.8,59.4,0.6,15,0.6,13,0.1,2,0,0,1,3.9,0,0,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0
Luis Sinisterra,846369,Bournemouth,692,20,2,0,2,1.1,4,3.6,6.91,0,0.26,2,2.5,2,0.33,0.26,2,2,1.2,33.3,3.5,7.4,29.3,80.1,2,2,20,2.6,1.8,77.8,1.1,2,0.14,0.3,0.47,0.52,3.8,61.7,1,7.4,0,0,1.6,52.2,1,8,0.5,4,0,0,0,0,0.8,2.5,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0
Jadon Sancho,846381,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Hudson-Odoi,846383,Nottingham Forest,1854,29,8,0,1,2.5,9,5.3,7.04,3,0.39,8,2.7,8,0.13,0.39,5.6,8,1,52.6,1.8,21.1,26.8,85.3,4,1,36,1.7,1.5,68.9,2.5,1,0.12,0,0.26,0.44,2.1,61.4,2,21.1,1,1.5,0.4,44.4,0.3,7,0.5,11,0,1,0,0,0.7,1.6,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0
Lisandro Martinez,847983,NA,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Santiago Bueno,848034,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bruno Guimaraes,850354,Newcastle United,3268,37,7,0,8,6.3,15,11.1,7.65,5,0.19,7,4.8,7,0.13,0.19,4.1,7,0.4,33.3,1.3,14.6,53,85,12,8,62,1.7,3.6,59.2,6.3,8,0.17,0.2,0.31,0.41,2,63.7,2,14.6,0,0,1.5,60.2,1,35,0.5,19,0.4,14,0,0,0.9,3.3,0,0,0,0,0,0,0,0,0,0,1.4,9,9,0,0,0
Frank Onyeka,856685,Brentford,1155,26,1,0,2,1.4,3,3.6,6.71,0,0.08,1,2.2,1,0.17,0.08,1.6,1,0.7,40.9,1.7,4.6,22.7,77.6,2,2,12,0.9,1.1,37.8,1.4,2,0.11,0.2,0.28,0.23,0.9,44,2,4.6,0,0,1.9,64.9,1.8,23,1.3,17,0.5,7,0,0,0.5,2.9,0,0,0,0,0,0,0,0,0,0,1.9,8,8,0,0,0
Sasa Kalajdzic,858198,Wolverhampton Wanderers,159,11,2,0,0,0,2,1.3,0,0,0,0,1.1,2,0,0,1.6,2,0,0,0,0,0,0,2,0,4,2.3,0,0,0.3,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Daniel Munoz,859282,NA,0,0,0,0,4,1.3,4,2.5,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,5,4,21,1.3,0,0,1.3,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Luis Diaz,860914,Liverpool,2646,37,8,0,5,4.7,13,16.6,7.31,2,0.27,8,11.9,8,0.4,0.27,8.8,8,1.1,34,3.2,8.5,29.6,85.3,5,5,64,2.2,1.5,78.6,4.7,5,0.16,0.2,0.57,0.44,2.3,54,13,8.5,1,1.4,0.9,71.4,0.1,3,0.2,7,0,0,0,0,0.8,2,0,0,0,0,0,0,0,0,0,0,1.8,3,3,0,0,0
Edward Nketiah,860920,Arsenal,1073,27,5,0,2,0.7,7,5.2,6.67,1,0.42,5,4.5,5,0.38,0.42,3.3,5,1,31.6,3.2,13.2,14,79.9,2,2,9,0.8,0,0,0.7,2,0.06,0.2,0.44,0.59,0.7,34.8,4,13.2,2,2.3,0.6,58.3,0.3,4,0.3,4,0,0,0,0,0.6,0.9,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0
Joseph Willock,860975,Newcastle United,418,9,1,0,0,0,1,1.4,0,0,0,0,0.8,1,0,0,1.2,1,0,0,0,0,0,0,0,0,7,1.5,0,0,0.6,0,0,0,0,0,0,0,1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Beyer,861447,NA,0,0,0,0,1,0.2,1,0.8,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.2,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Kaoru Mitoma,862608,Brighton and Hove Albion,1488,19,3,0,4,3.6,7,7,7.23,1,0.18,3,3.5,3,0.21,0.18,5.3,3,0.9,44.1,2.1,8.8,30.1,83.4,6,4,25,1.5,0.3,45.5,3.6,4,0.21,0.2,0.43,0.42,2.4,47,6,8.8,0,0,0.4,46.2,0.3,5,0.7,11,0.1,1,0,0,0.8,2.2,0,0,0,0,0,0,0,0,0,0,0.8,4,4,0,0,0
Matheus Cunha,863098,Wolverhampton Wanderers,2453,32,12,1,7,3,19,12.4,7.29,4,0.44,12,9.5,12,0.35,0.44,10.5,12,1.4,52.1,2.7,16.4,23.5,81.6,7,7,28,1,0.7,56.3,3,7,0.11,0.3,0.46,0.7,2.3,51.2,6,16.4,1,1.8,0.6,53.3,0.5,13,0.7,20,0.3,7,0,0,0.8,2.2,0,0,0,0,0,0,0,0,0,0,1.1,9,9,0,0,0
Shandon Baptiste,865131,Brentford,224,10,1,0,1,0.4,2,1.2,0,0,0,0,0.9,1,0,0,1.1,1,0,0,0,0,0,0,1,1,4,1.6,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Max Kilman,865931,Wolverhampton Wanderers,3420,38,2,0,0,0,2,2.9,6.9,1,0.05,2,1.8,2,0.05,0.05,2.5,2,0.2,42.9,0.4,14.3,51.9,86.3,4,0,17,0.4,3.8,46.5,1.1,0,0.03,0,0.08,0.05,0.3,76.9,1,14.3,0,0,0.6,44.7,1,39,4.7,179,1,37,1,38,0.1,1.6,0,0,0,0,0,0,0,0,0,0,1,7,7,0,0,0
Carlos Vinicius,866201,Fulham,306,13,2,0,0,0,2,1.7,0,0,0,0,1.6,2,0,0,2,2,0,0,0,0,0,0,1,0,5,1.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Sandro Tonali,867414,Newcastle United,439,8,1,0,0,0,1,1.1,0,0,0,0,0.7,1,0,0,1.6,1,0,0,0,0,0,0,0,0,7,1.4,0,0,0.5,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Oliver Skipp,873014,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.1,0,0.8,0,0.1,25,0.5,0,44.4,91.7,0,0,7,0.9,1.8,73.7,0.5,0,0.07,0,0.16,0,0.3,66.7,1,0,0,0,1.6,66.7,0.4,3,0.8,6,0.1,1,0,0,0.5,2.1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0
Elijah Adebayo,873237,Luton Town,1418,27,10,0,0,0,10,7.1,6.59,1,0.63,10,6.7,10,0.43,0.63,8.6,10,0.9,45.2,2,32.3,9.1,72.6,0,0,14,0.9,0.1,25,0.4,0,0.03,0,0.45,0.63,1.1,28.1,4,32.3,0,0,0.1,25,0.4,6,1.6,25,0.1,2,0,0,0.6,1.2,0,0,0,0,0,0,0,0,0,0,1.7,1,1,0,0,0
Marc Cucurella,873289,NA,0,0,0,0,2,1.2,2,2.3,6.97,1,0,0,1.1,0,0.06,0,1.3,0,0.2,50,0.4,0,46.2,86.7,1,2,19,1,0.8,27.3,1.2,2,0.06,0.1,0.12,0.1,0.2,36.4,2,0,1,1.8,1.9,61.3,1.1,22,1.7,33,0.7,13,1,21,0.4,1.5,0,0,0,0,0,0,0,0,0,0,1.2,10,10,0,0,0
Vitalii Mykolenko,874025,Everton,2471,28,2,0,0,0,2,2.6,7.06,2,0.07,2,1.5,2,0.06,0.07,1.6,2,0.2,19.2,0.9,7.7,24.1,74.9,2,0,13,0.5,2,40.3,1.1,0,0.04,0,0.09,0.07,0.7,62.1,1,7.7,0,0,1.4,55.1,1.3,36,3,82,0.4,11,0,0,0.1,2,0,0,0,0,0,0,0,0,0,0,0.8,1,1,0,0,0
Hamed Traorè,875672,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Bassey,877401,Fulham,2301,29,1,0,0,0,1,0.5,6.79,0,0.04,1,0.3,1,0.01,0.04,0.1,1,0.1,40,0.2,20,56.2,86.2,0,0,1,0,3.2,43.2,0.2,0,0.01,0,0.02,0.04,0.4,84.6,0,0,0,0,1.1,59.2,1.1,28,3.1,80,0.4,11,1,29,0.1,2.7,0,0,0,0,0,0,0,0,0,0,0.6,4,4,1,1,4
Daiki Hashioka,878296,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyle Foster,881500,Burnley,1906,24,5,0,3,1.3,8,5.7,6.63,0,0.24,5,4.5,5,0.21,0.24,6.2,5,0.8,50,1.6,14.7,14.5,68.1,1,3,19,0.9,0.5,76.9,1.3,3,0.06,0.1,0.27,0.38,0.9,51.4,6,14.7,0,0,0.5,52.6,0.1,3,1.6,33,0.1,3,0,0,0.4,1.2,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,1,0
Morgan Rogers,883080,Aston Villa,640,11,3,0,1,0.4,4,1.7,0,0,0,0,1.4,3,0,0,1.4,3,0,0,0,0,0,0,1,1,9,1.3,0,0,0.4,1,0,0,0,0,0,0,1,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Mikkel Damsgaard,888912,NA,0,0,0,0,2,0.9,2,1.8,6.66,0,0,0,0.9,0,0.1,0,2.3,0,0.4,44.4,1,0,31.3,73.6,5,2,10,1.1,2.5,62.2,0.9,2,0.1,0.2,0.2,0.22,1,45,1,0,0,0,1.8,58.6,1.2,11,1.1,10,0.1,1,0,0,0.8,3.1,0,0,0,0,0,0,0,0,0,0,1.5,2,2,0,0,0
Emile Smith Rowe,889534,NA,0,0,0,0,1,0.4,1,2.4,0,0,0,0,2,0,0,0,1.1,0,0,0,0,0,0,0,0,0,4,1,0,0,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohammed Kudus,891743,West Ham United,2483,33,8,0,6,3.7,14,8.8,7.39,4,0.29,8,5.1,8,0.19,0.29,5.4,8,0.6,25.4,2.4,11.9,23.7,84.5,5,6,28,1,1.6,72.1,3.7,6,0.13,0.2,0.32,0.51,4.5,61.7,4,11.9,1,2.7,1.7,72.3,0.4,11,0.3,8,0,0,1,33,0.9,3.7,0,0,0,0,0,0,0,0,0,0,1.4,6,6,0,0,0
Jakub Moder,891855,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,1.1,0,0,0,0,0,0,0,2,0,5,0.7,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Albert Sambi Lokonga,901495,Luton Town,1308,17,1,0,3,0.8,4,1.4,0,0,0,0,0.6,1,0,0,0.6,1,0,0,0,0,0,0,2,3,9,0.6,0,0,0.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Romain Faivre,904021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
