ParticipantName,player_id,TeamName,MinutesPlayed,MatchesPlayed,Top_scorer,Top_scorer_subtitle,Assists,Assists_subtitle,Goals_+_Assists,Goals_+_Assists_subtitle,FotMob_rating,FotMob_rating_subtitle,Goals_per_90,Goals_per_90_subtitle,Expected_goals_(xG),Expected_goals_(xG)_subtitle,Expected_goals_(xG)_per_90,Expected_goals_(xG)_per_90_subtitle,Expected_goals_on_target_(xGOT),Expected_goals_on_target_(xGOT)_subtitle,Shots_on_target_per_90,Shots_on_target_per_90_subtitle,Shots_per_90,Shots_per_90_subtitle,Accurate_passes_per_90,Accurate_passes_per_90_subtitle,Big_chances_created,Big_chances_created_subtitle,Chances_created,Chances_created_subtitle,Accurate_long_balls_per_90,Accurate_long_balls_per_90_subtitle,Expected_assist_(xA),Expected_assist_(xA)_subtitle,Expected_assist_(xA)_per_90,Expected_assist_(xA)_per_90_subtitle,xG_+_xA_per_90,xG_+_xA_per_90_subtitle,Successful_dribbles_per_90,Successful_dribbles_per_90_subtitle,Big_chances_missed,Big_chances_missed_subtitle,Penalties_won,Penalties_won_subtitle,Successful_tackles_per_90,Successful_tackles_per_90_subtitle,Interceptions_per_90,Interceptions_per_90_subtitle,Clearances_per_90,Clearances_per_90_subtitle,Blocks_per_90,Blocks_per_90_subtitle,Penalties_conceded,Penalties_conceded_subtitle,Possession_won_final_3rd_per_90,Possession_won_final_3rd_per_90_subtitle,Clean_sheets,Clean_sheets_subtitle,Save_percentage,Save_percentage_subtitle,Saves_per_90,Saves_per_90_subtitle,Goals_prevented,Goals_prevented_subtitle,Goals_conceded_per_90,Goals_conceded_per_90_subtitle,Fouls_committed_per_90,Fouls_committed_per_90_subtitle,Yellow_cards,Yellow_cards_subtitle,Red_cards,Red_cards_subtitle
Amad Diallo,1070052,Manchester United,388,9,1,0,1,0.5,2,1,0,0,0,0,0.5,1,0,0,0.2,1,0,0,0,0,0,0,1,1,10,2.3,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Josko Gvardiol,1070712,Manchester City,2328,28,4,0,1,2.1,5,5.2,7.53,0,0.15,4,3.2,4,0.12,0.15,2.8,4,0.5,43.8,1.2,12.5,59.1,88.3,2,1,18,0.7,1.6,63.1,2.1,1,0.08,0,0.2,0.19,1,65,4,12.5,1,0.9,1.3,60,1,27,1,26,0.5,12,0,0,0.7,2.9,0,0,0,0,0,0,0,0,0,0,0.8,3,3,0,0,0
Giovanni Reyna,1071179,NA,0,0,0,0,1,0.4,1,0.7,0,0,0,0,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0,7,2.7,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Facundo Pellistri,1073402,NA,0,0,0,0,1,0.4,1,1.1,0,0,0,0,0.7,0,0,0,0.3,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Enciso,1073742,NA,0,0,0,0,2,1.3,2,2.7,0,0,0,0,1.4,0,0,0,1.6,0,0,0,0,0,0,0,4,2,9,1.7,0,0,1.3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Brennan Johnson,1076756,Tottenham Hotspur,2330,35,5,0,10,4.5,15,15.1,7.08,0,0.19,5,10.7,5,0.41,0.19,7.4,5,0.8,39.6,2,9.4,20.7,76.6,12,10,46,1.8,0.3,28,4.5,10,0.17,0.4,0.59,0.58,1,39.1,17,9.4,0,0,0.6,53.3,0.4,10,0.3,9,0.1,2,0,0,0.8,1.3,0,0,0,0,0,0,0,0,0,0,0.7,3,3,0,0,0
Armando Broja,1077975,Chelsea,535,21,1,0,1,0.3,2,2.4,0,0,0.17,1,2.1,1,0.35,0.17,1.3,1,0.3,15.4,2.2,7.7,17.2,85.7,1,1,4,0.7,0.2,50,0.3,1,0.05,0.2,0.4,0.34,2.5,42.9,2,7.7,1,1.9,0,0,0,0,0.5,3,0.2,1,0,0,1,1.3,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0
Neco Williams,1078788,NA,0,0,0,0,1,1.7,1,2.5,6.85,0,0,0,0.8,0,0.05,0,0.3,0,0.2,26.7,0.8,0,23.8,72.4,1,1,11,0.6,1.2,24.4,1.7,1,0.09,0.1,0.14,0.06,1,51.4,0,0,0,0,2.2,58,1.2,22,2.4,43,0.7,13,0,0,0.4,1.5,0,0,0,0,0,0,0,0,0,0,1.3,4,4,0,0,0
Beto,1079485,Everton,939,30,3,0,0,0,3,7.1,6.35,0,0.29,3,6.8,3,0.65,0.29,5,3,1.2,30.2,4.1,7,10.3,61.5,3,0,11,1.1,0.6,75,0.3,0,0.03,0,0.68,0.29,1.4,46.9,8,7,0,0,0.6,42.9,0.1,1,1.2,13,0,0,0,0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
Kevin Schade,1083796,Brentford,331,11,2,0,1,0.7,3,1.9,0,0,0,0,1.2,2,0,0,1.9,2,0,0,0,0,0,0,2,1,4,1.1,0,0,0.7,1,0,0,0,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noni Madueke,1084981,Chelsea,1053,23,5,1,2,2,7,4.4,7.1,1,0.43,5,2.5,5,0.21,0.43,3.6,5,1.1,40.6,2.7,15.6,34.4,88.5,2,2,20,1.7,0.8,75,2,2,0.17,0.2,0.38,0.6,3.2,50,0,0,2,1.6,0.9,62.5,0.3,4,1,12,0,0,0,0,0.3,2,0,0,0,0,0,0,0,0,0,0,0.7,2,2,0,0,0
Ansu Fati,1086012,Brighton and Hove Albion,513,19,2,0,0,0,2,4,0,0,0.35,2,3.4,2,0.6,0.35,3.4,2,1.9,42.3,4.6,7.7,31.2,87.3,1,0,6,1.1,1.1,85.7,0.6,0,0.11,0,0.71,0.35,0.9,35.7,4,7.7,0,0,0.5,60,0.5,3,0.5,3,0,0,0,0,0.9,2.3,0,0,0,0,0,0,0,0,0,0,1.1,2,2,0,0,0
Cameron Archer,1086647,Sheffield United,1839,30,4,0,1,1.4,5,7,6.49,0,0.2,4,5.6,4,0.27,0.2,3.4,4,0.5,26.2,2.1,9.5,13.2,80.8,6,1,24,1.2,0.1,42.9,1.4,1,0.07,0,0.34,0.24,1.5,50.8,6,9.5,0,0,0.6,72.2,0,1,0.4,9,0.1,3,0,0,0.7,1.4,0,0,0,0,0,0,0,0,0,0,0.7,2,2,0,0,0
Jhon Duran,1088066,Aston Villa,462,23,5,0,0,0,5,2.2,0,0,0.97,5,2,5,0.4,0.97,2.4,5,1.4,35,3.9,25,15.8,71.1,0,0,4,0.8,0.2,50,0.2,0,0.04,0,0.43,0.97,0.4,40,1,25,1,1.6,1,83.3,0.2,1,1.8,9,0,0,0,0,1,1.6,0,0,0,0,0,0,0,0,0,0,2.3,5,5,0,0,0
Jaden Philogene-Bidace,1089645,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carney Chukwuemeka,1089685,Chelsea,223,9,1,0,1,0.3,2,0.5,0,0,0,0,0.2,1,0,0,0.2,1,0,0,0,0,0,0,0,0,4,1.6,0,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Joe White,1089689,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elliot Anderson,1089691,NA,0,0,0,0,2,1.2,2,2.8,0,0,0,0,1.5,0,0.14,0,0.8,0,0.4,26.3,1.7,0,30.4,82.9,2,2,15,1.3,0.4,19,1.2,2,0.11,0.2,0.24,0.18,1.8,53.8,1,0,0,0,1.6,75,0.7,8,1.8,20,0.4,4,0,0,0.7,2.9,0,0,0,0,0,0,0,0,0,0,1.8,3,3,0,0,0
Cole Palmer,1096353,Chelsea,2624,34,22,9,11,8.7,33,27,7.78,7,0.75,22,18.2,22,0.62,0.75,20,22,1.6,42.2,3.7,20.2,37.4,83.3,17,11,72,2.5,2.4,65.7,8.7,11,0.3,0.4,0.92,1.13,1.8,53.1,7,20.2,1,0.9,0.4,52.2,0.7,20,0.4,11,0.1,2,0,0,0.9,1.5,0,0,0,0,0,0,0,0,0,0,0.8,7,7,0,0,0
Levi Colwill,1096400,Chelsea,1798,23,1,0,1,0.5,2,1.8,7.1,2,0.05,1,1.3,1,0.06,0.05,1.7,1,0.2,27.3,0.6,9.1,43.9,83.4,3,1,7,0.4,2.2,38.4,0.5,1,0.03,0.1,0.09,0.1,0.5,69.2,0,0,0,0,1.5,62.5,1.3,26,3.2,64,0.5,10,0,0,0.2,1.7,0,0,0,0,0,0,0,0,0,0,1.3,2,2,0,0,0
Micky van de Ven,1097466,Tottenham Hotspur,2342,27,3,0,0,0,3,1.3,7.12,1,0.12,3,1,3,0.04,0.12,1.1,3,0.1,37.5,0.3,37.5,64.6,94.3,0,0,1,0,1.6,60.3,0.3,0,0.01,0,0.05,0.12,0.6,62.5,0,0,0,0,1.3,71.4,0.7,18,2.7,71,0.6,15,1,27,0.1,2.7,0,0,0,0,0,0,0,0,0,0,0.5,5,5,0,0,0
Lewis Dobbin,1098752,Everton,227,12,1,0,0,0,1,0.4,0,0,0,0,0.3,1,0,0,0.3,1,0,0,0,0,0,0,1,0,4,1.6,0,0,0.1,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Teden Mengi,1098780,Luton Town,2470,30,1,0,0,0,1,1.2,6.54,0,0.04,1,0.6,1,0.02,0.04,1,1,0.1,36.4,0.4,9.1,26.5,78.2,0,0,6,0.2,2.6,38.9,0.6,0,0.02,0,0.04,0.04,0.3,70,1,9.1,0,0,0.8,40.7,2.1,57,5,136,1,27,1,30,0.1,2,0,0,0,0,0,0,0,0,0,0,1.3,3,3,0,0,0
Issa Kaboré,1099974,NA,0,0,0,0,2,1.9,2,2.1,6.74,0,0,0,0.2,0,0.01,0,0.1,0,0.1,16.7,0.3,0,21.4,76,5,2,16,0.8,0.8,31.9,1.9,2,0.1,0.1,0.11,0.1,0.9,50,0,0,0,0,1.5,53.8,0.8,16,2.4,46,0.6,11,0,0,0.3,1.7,0,0,0,0,0,0,0,0,0,0,1.4,7,7,0,0,0
Pape Sarr,1107280,Tottenham Hotspur,2085,34,3,0,3,2.1,6,5.5,7.08,2,0.13,3,3.4,3,0.15,0.13,3.6,3,0.6,38.9,1.6,8.3,50.3,88.7,2,3,20,0.9,1.2,70,2.1,3,0.09,0.1,0.24,0.26,0.8,52.8,3,8.3,0,0,1,70.6,1.3,31,1.2,28,0.2,5,0,0,1.1,3.2,0,0,0,0,0,0,0,0,0,0,1.4,9,9,0,0,0
Jarell Quansah,1107620,Liverpool,1189,17,2,0,0,0,2,1.2,0,0,0,0,1,2,0,0,1.8,2,0,0,0,0,0,0,0,0,3,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Owen Beck,1107628,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James McAtee,1107648,Sheffield United,1828,31,3,1,3,2.1,6,5.2,6.63,0,0.15,3,3.1,3,0.15,0.15,3.6,3,0.4,34.6,1.3,11.5,17.3,72,4,3,28,1.4,0.3,28,2.1,3,0.11,0.1,0.26,0.3,1.6,38.8,2,11.5,0,0,1,65.6,0.5,11,0.7,15,0,0,0,0,0.7,1.8,0,0,0,0,0,0,0,0,0,0,0.7,2,2,0,0,0
Valentino Livramento,1107910,Newcastle United,1305,26,1,0,0,0,1,1.2,6.72,0,0.07,1,0.4,1,0.03,0.07,1.1,1,0.1,50,0.3,25,40.4,86.8,1,0,12,0.8,0.9,37.1,0.8,0,0.06,0,0.08,0.07,1.2,68,1,25,0,0,0.9,56.5,1.7,25,2.6,37,0.5,7,0,0,0.3,2.2,0,0,0,0,0,0,0,0,0,0,0.2,1,1,0,0,0
Tawanda Chirewa,1111392,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nathan Patterson,1112684,NA,0,0,0,0,2,1,2,1.4,0,0,0,0,0.3,0,0.03,0,0,0,0,0,0.4,0,26.8,73,3,2,8,0.7,2.4,42.9,1,2,0.09,0.2,0.12,0.18,0.6,41.2,1,0,0,0,2.2,70.6,0.8,9,2.5,28,0.3,3,0,0,0.6,2.2,0,0,0,0,0,0,0,0,0,0,1.6,4,4,0,0,0
Aaron Ramsey,1113670,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,1,0,1,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Conor Bradley,1113690,Liverpool,761,11,1,0,3,1.2,4,2.1,0,0,0,0,0.9,1,0,0,1.3,1,0,0,0,0,0,0,2,3,15,1.8,0,0,1.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Dane Scarlett,1113753,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannibal Mejbri,1113785,Manchester United,130,5,1,0,0,0,1,0.5,0,0,0,0,0,1,0,0,0.2,1,0,0,0,0,0,0,0,0,2,1.4,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Oscar Bobb,1113790,Manchester City,295,14,1,0,1,1.3,2,2.7,0,0,0,0,1.4,1,0,0,1,1,0,0,0,0,0,0,2,1,9,2.7,0,0,1.3,1,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myles Peart-Harris,1113813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Warrington,1113906,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Bueno,1116391,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.03,0,0,0,0,0,0.6,0,32.8,80.6,2,0,6,0.7,0.5,20,0.7,0,0.09,0,0.12,0,1,42.1,0,0,0,0,1.7,66.7,0.7,6,2.5,20,0.5,4,0,0,0.2,1.4,0,0,0,0,0,0,0,0,0,0,0.9,1,1,0,0,0
Amadou Diallo,1118477,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrick Mitchell,1120224,Crystal Palace,3208,37,2,0,3,2.4,5,4,7.07,0,0.06,2,1.6,2,0.05,0.06,1.3,2,0.1,33.3,0.3,16.7,25.1,74.2,5,3,24,0.7,1,31.8,2.4,3,0.07,0.1,0.11,0.14,0.5,51.4,2,16.7,0,0,1.7,57.1,0.7,26,2.4,86,0.3,10,0,0,0.3,2,0,0,0,0,0,0,0,0,0,0,0.6,6,6,0,0,0
Rodrigo Muniz,1128945,Fulham,1597,26,9,0,1,0.9,10,9.7,6.84,2,0.51,9,8.7,9,0.49,0.51,8.7,9,1.5,37,4.1,12.3,7.7,62.1,2,1,18,1,0.4,63.6,0.9,1,0.05,0.1,0.54,0.56,0.3,27.8,4,12.3,0,0,0.2,42.9,0.3,6,1.1,20,0.2,3,0,0,0.6,1.1,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0
Michael Olakigbe,1130797,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bart Verbruggen,1131987,NA,0,0,0,0,0,0,0,0,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,85.6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0.8,17,0,0,0,0,0,0,4,28,69.9,28,3.1,65,-2.5,28,1.3,28,0,3,3,0,0,0
Moisés Caicedo,1137668,Chelsea,2872,35,1,0,3,2,4,2.5,7.05,1,0.03,1,0.5,1,0.02,0.03,0.5,1,0.1,30.8,0.4,7.7,59.7,90.8,4,3,23,0.7,2.8,72.1,2,3,0.06,0.1,0.08,0.13,0.8,52,0,0,0,0,1.4,50.5,1.2,37,1,33,0.8,25,1,35,0.7,3,0,0,0,0,0,0,0,0,0,0,1.6,11,11,0,0,0
Enzo Fernández,1137705,Chelsea,2214,28,3,1,2,3.7,5,9.9,6.99,1,0.12,3,6.2,3,0.25,0.12,6,3,0.7,34,1.9,6.4,63.4,86.9,5,2,32,1.3,5.2,68.6,3.7,2,0.15,0.1,0.4,0.2,0.9,57.5,6,6.4,1,1.3,0.9,44,0.7,17,1.1,26,0.5,13,1,28,0.6,2.3,0,0,0,0,0,0,0,0,0,0,1.3,7,7,0,0,0
Illia Zabarnyi,1140003,Bournemouth,3330,37,1,0,0,0,1,1.7,6.67,0,0.03,1,1.1,1,0.03,0.03,1,1,0.1,37.5,0.2,12.5,39.7,81.6,0,0,7,0.2,3.5,39.2,0.6,0,0.02,0,0.05,0.03,0.2,81.8,2,12.5,0,0,0.9,54.2,0.9,33,3.7,138,0.9,34,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0.6,5,5,0,0,0
Yegor Yarmolyuk,1157236,NA,0,0,0,0,0,0,0,0,6.39,0,0,0,1,0,0.13,0,0.9,0,0.7,45.5,1.5,0,29.1,77.3,0,0,3,0.4,1.2,50,0.6,0,0.08,0,0.21,0,2.3,70.8,2,0,0,0,1.5,64.7,0.8,6,0.7,5,0.5,4,0,0,0.7,3.1,0,0,0,0,0,0,0,0,0,0,1.6,2,2,0,0,0
Jaidon Anthony,1171140,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Joao Gomes,1174672,Wolverhampton Wanderers,2658,34,2,0,1,1.7,3,3.4,6.99,1,0.07,2,1.7,2,0.06,0.07,1.5,2,0.3,30.8,0.9,7.7,34.9,83.3,2,1,20,0.7,1,39.2,1.7,1,0.06,0,0.12,0.1,0.9,53.1,1,7.7,0,0,2.5,57.8,0.6,18,1,29,0.3,8,2,34,0.9,3,0,0,0,0,0,0,0,0,0,0,2.2,11,11,0,0,0
Danilo,1181700,Nottingham Forest,1796,29,2,0,2,0.7,4,2.5,6.82,0,0.1,2,1.8,2,0.09,0.1,2,2,0.4,30.4,1.2,8.7,29.3,80.6,2,2,20,1,2.3,50,0.7,2,0.04,0.1,0.13,0.2,0.9,65.4,1,8.7,0,0,0.9,50,1.8,35,2.1,41,0.4,8,1,29,0.4,2.5,0,0,0,0,0,0,0,0,0,0,0.7,4,4,0,0,0
Antwoine Hackford,1182933,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amadou Onana,1185748,Everton,2090,30,2,0,0,0,2,3.4,7.04,1,0.09,2,2,2,0.09,0.09,0.8,2,0.3,20.7,1.2,6.9,37.4,84.9,4,0,18,0.8,2.6,70.9,1.4,0,0.06,0,0.15,0.09,0.5,60,1,6.9,0,0,1.6,53.5,0.9,21,1.3,30,0.3,6,1,30,0.7,3.6,0,0,0,0,0,0,0,0,0,0,1.6,5,5,0,0,0
James Trafford,1187213,NA,0,0,0,0,0,0,0,0,6.66,1,0,0,0,0,0,0,0,0,0,0,0,0,30.3,62.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,100,0,0,0,0,0,50,0,1,1.4,38,0,0,0,0,0,0,2,62,63.1,62,3.8,106,-7.5,62,2.2,62,0,0,2,0,0,0
Michael Ndiweni,1188060,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omari Forson,1190023,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odel Offiah,1190030,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo Lavia,1190867,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenz Assignon,1192406,Burnley,1237,15,1,0,2,1.6,3,2,0,0,0,0,0.4,1,0,0,0.8,1,0,0,0,0,0,0,3,2,13,0.9,0,0,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3
Naouirou Ahamada,1192854,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.13,0,0.3,0,0.5,22.2,2.4,0,40,82.7,0,0,1,0.3,2.2,61.5,0.1,0,0.03,0,0.17,0,1.9,58.3,0,0,0,0,2.4,69.2,0.5,2,1.1,4,0,0,0,0,0.8,4.1,0,0,0,0,0,0,0,0,0,0,2.4,2,2,1,1,2
Milos Kerkez,1195281,NA,0,0,0,0,1,1.2,1,2.5,6.54,0,0,0,1.2,0,0.05,0,0.6,0,0.2,31.3,0.7,0,22.1,77.2,3,1,12,0.5,1,32.4,1.2,1,0.06,0,0.11,0.05,0.5,50,2,0,1,1,1.2,55.3,0.9,20,2.6,56,0.5,11,0,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,1.1,4,4,1,1,4
Malo Gusto,1197250,NA,0,0,0,0,6,3.3,6,4.2,7.13,0,0,0,0.9,0,0.05,0,0.9,0,0.3,33.3,0.8,0,55.7,89.2,8,6,32,1.6,1.5,61.2,3.3,6,0.17,0.3,0.21,0.31,0.9,45.9,3,0,0,0,1.4,49.1,0.9,17,1.9,37,0.2,4,1,27,0.5,2.1,0,0,0,0,0,0,0,0,0,0,1.1,7,7,1,1,7
Nicolas Jackson,1197347,Chelsea,2804,35,14,0,5,2.9,19,21.5,7.18,2,0.45,14,18.6,14,0.6,0.45,15.9,14,1.3,51.2,2.6,17.5,16.5,78,8,5,39,1.3,0.4,61.1,2.9,5,0.09,0.2,0.69,0.61,1.7,59.3,24,17.5,0,0,0.4,61.9,0.1,4,0.5,17,0.2,5,0,0,0.8,1.3,0,0,0,0,0,0,0,0,0,0,0.9,10,10,0,0,0
Lewis Hall,1197655,Newcastle United,774,18,1,0,0,0,1,1.1,0,0,0,0,0.3,1,0,0,0.5,1,0,0,0,0,0,0,0,0,3,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Rasmus Højlund,1199272,Manchester United,2169,30,10,0,2,0.9,12,8.6,6.83,2,0.41,10,7.6,10,0.32,0.41,9.3,10,0.9,55.3,1.6,26.3,12.5,77,0,0,28,1.2,0.4,100,0.9,2,0.04,0.1,0.36,0.5,0.7,50,13,26.3,0,0,0.3,63.6,0,1,0.8,19,0,1,1,30,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0.8,2,2,0,0,0
Luke Harris,1199712,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesley Ugochukwu,1200631,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Tim Iroegbunam,1203512,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divin Mubama,1203658,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
